2025-02-19 21:21:43 - Database connections opened successfully.
2025-02-19 21:21:43 - Loading transitive closure table into memory...
2025-02-19 21:22:07 - Loaded transitive closure table with 1108452 keys.
2025-02-19 21:22:07 - Loading history table into memory...
2025-02-19 21:22:08 - Loaded history table with 307273 keys.
2025-02-19 21:22:08 - Reading input CSV file 'Cerner_UK_Clinical_Standard-12-02-2025.csv'.
2025-02-19 21:22:09 - Found 1233 unique cluster IDs to process.
2025-02-19 21:22:09 - Cluster 'ACE_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FORCED_EXPIRATORY_VOLUME_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'FORCED_VITAL_CAPACITY_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'FRACTIONAL_EXHALED_NITRIC_OXIDE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FULL_BLOOD_COUNT_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FUNCTIONAL_RESIDUAL_CAPACITY_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'GPPAQ_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'GLOMERULAR_FILTERATION_RATE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'BLOOD_GLUCOSE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'GRIP_STRENGTH_OBSTYPE': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'HGB_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HEMOGLOBIN_A1C_OBSTYPE': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:20 - Cluster 'HASBLED_RISK_ASSESSMENT_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HEARING_SCREENING_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HEART_RATE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HEART_RATE_RESTING_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HEART_RHYTHM_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'HEART_SOUNDS_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HISTORY_OF_TOBACCO_SMOKING_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'HOME_DIASTOLIC_BLOOD_PRESSURE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'HOME_SYSTOLIC_BLOOD_PRESSURE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'INR_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'IGE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'INFORMAL_CARER_NEEDS_ASSESSMENT_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'LDL_CHOLESTEROL_OBSTYPE': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'LV_EJECTION_FRACTION_OBSTYPE': original count = 2, added = 4, new total = 6 codes.
2025-02-19 21:22:20 - Cluster 'LEICESTER_DIABETES_RISK_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'LEVEL_OF_LONELINESS_OBSTYPE': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'LIPID_MEASUREMENT_OBSTYPE': original count = 1, added = 21, new total = 22 codes.
2025-02-19 21:22:20 - Cluster 'LITHIUM_LEVEL_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'LIVER_FUNCTION_TEST_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'MRC_BREATHLESSNESS_SCALE_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'MALNUTRITION_ASSESSMENT_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'MUST_SCORE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'MAXIMUM_VOLUNTARY_VENTILATION_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'MOBILITY_ASSESSMENT_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'NEXT_OF_KIN_DETAILS_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'NON_HDL_CHOLESTEROL_OBSTYPE': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'OXYGEN_SATURATION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'PALLIATIVE_CARE_PLAN_OBSTYPE': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'PATIENT_ACTIVATION_MEASURE_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'PATIENT_CONTACT_DETAILS_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'PEAK_EXPIRATORY_FLOW_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'PHYSICAL_ACTIVITY_LEVEL_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'PLATELET_COUNT_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'POST_BRONCHODILATOR_SPIROMETRY_TESTING_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'POTASSIUM_LEVEL_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'PRESSURE_ULCER_RISK_ASSESSMENT_OBSTYPE': original count = 2, added = 2013, new total = 2015 codes.
2025-02-19 21:22:20 - Cluster 'PROLACTIN_LEVEL_OBSTYPE': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'PULSE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'QDIABETES_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'QRISK_2_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'QRISK_3_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'RESIDUAL_RESPIRATORY_VOLUME_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'RETINAL_EYE_EXAM_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ROCKWOOD_FRAILTY_SCORE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ROOM_AIR_OXYGEN_SATURATION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'RCP_ASTHMA_ASSESSMENT_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'SERUM_CREATININE_OBSTYPE': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'SASQ_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'SLOW_VITAL_CAPACITY_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'SMOKING_PACK_YEARS_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'SODIUM_LEVEL_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'SPEECH_AND_LANGUAGE_ASSESSMENT_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'SPIROMETRY_FEV1_FVC_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'SYSTOLIC_BLOOD_PRESSURE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'T3_TOTAL_BLOOD_OBSTYPE': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'T4_BLOOD_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'TSH_BLOOD_OBSTYPE
TSH_QUANTITATIVE_SERUM_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'TIME_IN_THERAPEUTIC_RANGE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'TOTAL_CHOLESTEROL_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'TOTAL_LUNG_CAPACITY_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'TRANSOESPHAGEAL_ECHOCARDIOGRAPHY_TOE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'TRANSTHORACIC_ECHOCARDIOGRAM_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'URINARY_CONTINENCE_ASSESSMENT_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'VISION_SCREENING_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'WAIST_CIRCUMFERENCE_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:21 - Cluster 'WBC_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ELECTRONIC_FRAILTY_INDEX_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ACTIVE_PROBSTAT': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CANCELED_PROBSTAT': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ENTERED_IN_ERROR_PROBSTAT': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'INACTIVE_PROBSTAT': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'RESOLVED_PROBSTAT': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ACE_INHIBITOR_THERAPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ACE_OR_ARB_THERAPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ADHD_ANNUAL_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ARB_THERAPY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ABDOMINAL_AORTA_ULTRASOUND_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ABDOMINAL_AORTIC_ANEURYSM_REPAIR_PROC': original count = 1, added = 388, new total = 389 codes.
2025-02-19 21:22:21 - Cluster 'AAA_SCREENING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'A_AND_E_VISIT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ACTIVITIES_OF_DAILY_LIVING_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ADVANCE_CARE_PLANNING_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'ALBUMIN_CREATININE_RATIO_URINE_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ALCOHOL_MISUSE_INTERVENTIONS_PROC': original count = 3, added = 0, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'AUDIT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'AUDIT_C_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'AUDIT_PC_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ALCOHOL_USE_SCREEN_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ALLERGY_EDUCATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ALLERGY_TEST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ALPHA_1_ANTITRYPSIN_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'AMPUTATION_LOWER_LIMB_BILATERAL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'AMPUTATION_LOWER_LIMB_LEFT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'AMPUTATION_LOWER_LIMB_RIGHT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'AMPUTATION_LOWER_LIMB_UNILATERAL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ANGIOTENSIN_II_RECEPTOR_BLOCKER_THERAPY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ANTICOAGULANT_EDUCATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ANTICOAGULANT_MEDICATION_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ANTICOAGULANT_THERAPY_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'ANTIEPILEPTIC_MEDICATION_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ANTIPSYCHOTIC_MEDICATION_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ANTIPSYCHOTIC_TREATMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ANXIETY_SCREENING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ASPIRIN_PROPHYLAXIS_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ASSESSMENT_OF_DRUG_MISUSE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_ACTION_PLAN_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_CONTROL_STEP_FOUR_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_CONTROL_STEPS_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_CONTROL_TEST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_EDUCATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_MEDICATION_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ASTHMA_REVIEW_USING_RCP_THREE_QUESTIONS_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'ATOPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ATRIAL_FIBRILLATION_ANNUAL_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'BETA_BLOCKER_THERAPY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'BLOOD_GLUCOSE_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'BONE_MARROW_TRANSPLANT_OR_TRANSFUSION_PROC': original count = 2, added = 16, new total = 18 codes.
2025-02-19 21:22:21 - Cluster 'BREAST_MRI_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:21 - Cluster 'BREAST_SCREENING_RECALL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'C_REACTIVE_PROTEIN_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'CHA2DS2_VASC_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CSC_PCV13_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CSC_PPV23_PROC': original count = 1, added = 10, new total = 11 codes.
2025-02-19 21:22:21 - Cluster 'CAESAREAN_DELIVERY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CALORIE_RESTRICTED_DIET_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'CANCER_CARE_PLAN_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CANCER_CARE_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CANCER_SUPPORT_SERVICES_INFORMATION_PROVIDED_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CARDIAC_PACEMAKER_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CARDIOLOGY_ADMISSION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CARDIOVERSION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CARE_PLAN_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'CESAREAN_DELIVERY_WITH_CLASSICAL_INCISION_PROC': original count = 2, added = 4, new total = 6 codes.
2025-02-19 21:22:21 - Cluster 'CHEMOTHERAPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CHEST_CT_SCAN_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'CHEST_XRAY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CHLAMYDIA_TRACHOMATIS_SCREEN_TEST_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'CHLAMYDIA_TRACHOMATIS_AND_NEISSERIA_GONORRHOEAE_TEST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'COPD_ASSESSMENT_TEST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'COPD_MANAGEMENT_PLAN_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'COPD_RESCUE_PACK_ISSUED_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CLINICAL_CARE_PLAN_PROC': original count = 2, added = 14, new total = 16 codes.
2025-02-19 21:22:21 - Cluster 'COCHLEAR_IMPLANT_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'COGNITIVE_SCREENING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'COLORECTAL_CANCER_SCREENING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'COMPREHENSIVE_GERIATRIC_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CREATININE_CLEARANCE_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:21 - Cluster 'CURATIVE_TREATMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CYSTATIN_C_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'DEMENTIA_MEDICATION_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DEPRESSION_SCREENING_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:21 - Cluster 'DIABETES_PREVENTION_PROGRAMME_INVITATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DIABETES_PREVENTION_PROGRAMME_REFERRAL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DIETARY_ADVICE_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'DIGITAL_RETINAL_EYE_EXAM_PROC': original count = 2, added = 174, new total = 176 codes.
2025-02-19 21:22:21 - Cluster 'DISCHARGE_BY_DIETITIAN_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'DISCUSSION_OF_DO_NOT_ATTEMPT_CPR_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DISCUSSION_ABOUT_COMPLICATION_OF_TREATMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DISCUSSION_ABOUT_TREATMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'DRUG_MISUSE_EDUCATION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'DRUG_MISUSE_TREATMENT_PROC': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:21 - Cluster 'EATING_DISORDER_COUNSELING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ECHO_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_DIABETES_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_EXERCISE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_LIFESTYLE_PROC': original count = 2, added = 7, new total = 9 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_PRECONCEPTION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_WEIGHT_MANAGEMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'EDUCATION_ABOUT_CAFFEINE_CONSUMPTION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ELECTROCARDIOGRAM_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'END_OF_LIFE_SERVICES_INFORMATION_PROVIDED_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ENVIRONMENTAL_SMOKING_EXPOSURE_SCREENING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ERYTHROCYTE_SEDIMENTATION_RATE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ETHANOL_LEVEL_BREATH_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ETHANOL_LEVEL_SERUM_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'ETHANOL_LEVEL_URINE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'CARDIOVASCULAR_SYSTEM_EXAMINATION_PROC': original count = 3, added = 8919, new total = 8922 codes.
2025-02-19 21:22:21 - Cluster 'RESPIRATORY_SYSTEM_EXAMINATION_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'FAECAL_CONTINENCE_ASSESSMENT_PROC': original count = 3, added = 2, new total = 5 codes.
2025-02-19 21:22:21 - Cluster 'FALLS_RISK_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'FAMILIAL_HYPERCHOLESTEROLEMIA_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FAST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FASTING_PLASMA_GLUCOSE_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'FOOT_EXAM_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FRACTIONAL_EXHALED_NITRIC_OXIDE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FBC_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FULL_BLOOD_COUNT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'FUNDOSCOPY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'GPPAQ_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'GLOMERULAR_FILTRATION_RATE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'GRIP_STRENGTH_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HGB_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HAEMOGLOBIN_A1C_PROC': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:21 - Cluster 'HASBLED_RISK_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HEARING_SCREENING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'HEART_FAILURE_EDUCATION_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'HEART_FAILURE_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HOLLISTIC_NEEDS_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HORMONE_THERAPY_PROC': original count = 2, added = 34, new total = 36 codes.
2025-02-19 21:22:21 - Cluster 'HOSPICE_CARE_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'HOSPITAL_ADMISSION_PROC': original count = 1, added = 0, new total = 1 codes.
